24
1	-99927	25014	74913	0
2	-99927	14861	85066	0
3	-99927	12687	87240	0
4	-99637	39522	60115	0
5	-99500	35243	64257	0
6	-99468	46269	53199	0
7	-99468	25131	74337	0
8	-99468	22755	76713	0
9	-99233	31953	67280	0
10	-99233	17718	81515	0
11	-98698	26942	71756	0
12	-98698	19700	78998	0
13	-98698	11839	86859	0
14	-98647	34037	64610	0
15	-98578	34323	64255	0
16	-98578	31539	67039	0
17	-98048	10710	87338	0
18	-97516	30952	66564	0
19	-97516	8731	88785	0
20	-96916	48137	48779	0
21	-96916	46421	50495	0
22	-96916	26585	70331	0
23	-96836	33496	63340	0
24	-96836	9344	87492	0
25	-96684	27821	68863	0
26	-96683	41728	54955	0
27	-96255	22755	73500	0
28	-96075	19553	76522	0
29	-96005	32687	63318	0
30	-95785	18749	77036	0
31	-95422	28971	66451	0
32	-95422	-3218	98640	0
33	-94866	14367	80499	0
34	-93616	27778	65838	0
35	-93476	27778	65698	0
36	-93476	17764	75712	0
37	-93252	14861	78391	0
38	-93252	3340	89912	0
39	-93252	24873	68379	0
40	-92703	33298	59405	0
41	-92703	9174	83529	0
42	-92450	14184	78266	0
43	-92392	46048	46344	0
44	-92392	35347	57045	0
45	-92337	28501	63836	0
46	-92337	25014	67323	0
47	-92337	6912	85425	0
48	-92337	5897	86440	0
49	-92254	7352	84902	0
50	-91953	38342	53611	0
51	-91865	39777	52088	0
52	-91813	27203	64610	0
53	-91813	-1806	93619	0
54	-91003	22319	68684	0
55	-91003	15016	75987	0
56	-90996	36985	54011	0
57	-90996	16659	74337	0
58	-90933	27821	63112	0
59	-90933	13033	77900	0
60	-90724	38615	52109	0
61	-90724	12333	78391	0
62	-90553	35225	55328	0
63	-90553	28149	62404	0
64	-90452	33407	57045	0
65	-90452	27134	63318	0
66	-90452	-5589	96041	0
67	-90106	21874	68232	0
68	-90106	1454	88652	0
69	-89694	-8966	98660	0
70	-89526	24112	65414	0
71	-89457	37296	52161	0
72	-89457	20515	68942	0
73	-89156	17056	72100	0
74	-89156	13700	75456	0
75	-88868	41412	47456	0
76	-88868	27821	61047	0
77	-88807	28924	59883	0
78	-88681	9623	79058	0
79	-88681	-10218	98899	0
80	-88663	30952	57711	0
81	-88663	27821	60842	0
82	-88663	24406	64257	0
83	-88663	7352	81311	0
84	-88497	23330	65167	0
85	-88497	-1415	89912	0
86	-88104	28699	59405	0
87	-88104	4320	83784	0
88	-87498	21395	66103	0
89	-86870	19486	67384	0
90	-86870	5355	81515	0
91	-86430	6428	80002	0
92	-86430	-13155	99585	0
93	-85686	26281	59405	0
94	-85686	17307	68379	0
95	-85686	-1806	87492	0
96	-85686	32075	53611	0
97	-85355	39086	46269	0
98	-84113	34878	49235	0
99	-84113	1454	82659	0
100	-84083	37814	46269	0
101	-84083	9337	74746	0
102	-83947	-1119	85066	0
103	-83947	-7418	91365	0
104	-83486	34251	49235	0
105	-83486	13974	69512	0
106	-83086	39522	43564	0
107	-83086	27134	55952	0
108	-83086	19746	63340	0
109	-83060	-5475	88535	0
110	-82946	36028	46918	0
111	-82946	35243	47703	0
112	-82946	9948	72998	0
113	-82946	-5589	88535	0
114	-82793	26281	56512	0
115	-82793	-8420	91213	0
116	-82793	-17008	99801	0
117	-82493	-9022	91515	0
118	-82493	-13016	95509	0
119	-82289	31621	50668	0
120	-81810	35939	45871	0
121	-81810	-4185	85995	0
122	-81810	-14778	96588	0
123	-81313	17056	64257	0
124	-81313	-5431	86744	0
125	-81168	28095	53073	0
126	-81168	10710	70458	0
127	-81142	39730	41412	0
128	-81142	16659	64483	0
129	-81117	-7418	88535	0
130	-80806	26905	53901	0
131	-80806	2890	77916	0
132	-80293	15686	64607	0
133	-79741	34328	45413	0
134	-79741	2705	77036	0
135	-79450	34037	45413	0
136	-79450	28007	51443	0
137	-79450	10159	69291	0
138	-79095	10153	68942	0
139	-79095	-447	79542	0
140	-78629	13974	64655	0
141	-78629	13805	64824	0
142	-78629	3939	74690	0
143	-78498	31953	46545	0
144	-78498	12333	66165	0
145	-78498	10406	68092	0
146	-78226	37675	40551	0
147	-78226	20515	57711	0
148	-78226	9344	68882	0
149	-78226	-4185	82411	0
150	-77338	-562	77900	0
151	-76870	-15659	92529	0
152	-76870	34037	42833	0
153	-76870	21034	55836	0
154	-76705	34037	42668	0
155	-76582	20515	56067	0
156	-76418	25874	50544	0
157	-75237	17056	58181	0
158	-75237	324	74913	0
159	-75237	-15239	90476	0
160	-75232	35502	39730	0
161	-75232	32564	42668	0
162	-75232	5262	69970	0
163	-75232	-7642	82874	0
164	-74955	37280	37675	0
165	-74955	35225	39730	0
166	-74955	5355	69600	0
167	-74955	-7642	82597	0
168	-74680	-8849	83529	0
169	-74680	-11270	85950	0
170	-74290	4320	69970	0
171	-74290	28149	46141	0
172	-73756	10029	63727	0
173	-73756	1909	71847	0
174	-73756	-9274	83030	0
175	-73723	30159	43564	0
176	-73723	29239	44484	0
177	-73495	21034	52461	0
178	-73495	-3218	76713	0
179	-73471	18516	54955	0
180	-73471	10153	63318	0
181	-72965	20757	52208	0
182	-72207	34911	37296	0
183	-72207	19746	52461	0
184	-72207	3325	68882	0
185	-72082	-5589	77671	0
186	-72080	34878	37202	0
187	-72080	16244	55836	0
188	-72080	324	71756	0
189	-71914	-10960	82874	0
190	-71622	34386	37236	0
191	-71622	-12113	83735	0
192	-71595	19486	52109	0
193	-71595	6428	65167	0
194	-71595	5897	65698	0
195	-71232	12783	58449	0
196	-71078	25209	45869	0
197	-71037	14525	56512	0
198	-70957	18749	52208	0
199	-70957	17056	53901	0
200	-70957	1897	69060	0
201	-70802	33127	37675	0
202	-70802	24717	46085	0
203	-70802	1202	69600	0
204	-70514	12333	58181	0
205	-70514	1897	68617	0
206	-70514	1454	69060	0
207	-69420	24007	45413	0
208	-69289	1558	67731	0
209	-69289	9174	60115	0
210	-69164	-8849	78013	0
211	-69062	-8838	77900	0
212	-69049	4394	64655	0
213	-69049	-2707	71756	0
214	-68813	-4185	72998	0
215	-68441	3939	64502	0
216	-68411	4394	64017	0
217	-68177	-9274	77451	0
218	-68169	12333	55836	0
219	-68031	33994	34037	0
220	-68031	15922	52109	0
221	-67949	-1408	69357	0
222	-67811	32900	34911	0
223	-67698	-394	68092	0
224	-67698	-8824	76522	0
225	-67698	-10218	77916	0
226	-67574	26585	40989	0
227	-67471	-13840	81311	0
228	-67321	-10130	77451	0
229	-67208	26585	40623	0
230	-67208	-24978	92186	0
231	-67101	20757	46344	0
232	-66752	13141	53611	0
233	-66752	-3218	69970	0
234	-66752	-15659	82411	0
235	-66752	-21781	88533	0
236	-66752	-31423	98175	0
237	-66472	14861	51611	0
238	-66472	6912	59560	0
239	-66472	1988	64484	0
240	-65995	28699	37296	0
241	-65995	10159	55836	0
242	-65995	-5475	71470	0
243	-65995	-9461	75456	0
244	-65332	16244	49088	0
245	-65332	-1119	66451	0
246	-65332	27518	37814	0
247	-64983	-5475	70458	0
248	-64983	-9022	74005	0
249	-64727	28699	36028	0
250	-64259	12783	51476	0
251	-64026	-3555	67581	0
252	-64026	-19410	83436	0
253	-63544	-26173	89717	0
254	-63436	324	63112	0
255	-63412	28501	34911	0
256	-63081	28149	34932	0
257	-63081	21566	41515	0
258	-63081	-25571	88652	0
259	-63032	18913	44119	0
260	-63032	-33009	96041	0
261	-62995	20937	42058	0
262	-62995	-35093	98088	0
263	-62594	-16464	79058	0
264	-62594	20757	41837	0
265	-62218	-2437	64655	0
266	-62218	-18211	80429	0
267	-62218	-22684	84902	0
268	-62203	14525	47678	0
269	-62203	-29073	91276	0
270	-62050	10142	51908	0
271	-62050	-17008	79058	0
272	-61995	-29370	91365	0
273	-61986	27054	34932	0
274	-61986	-1741	63727	0
275	-61941	-19370	81311	0
276	-61761	17994	43767	0
277	-61761	17642	44119	0
278	-61595	-447	62042	0
279	-61575	-12113	73688	0
280	-61575	-16464	78039	0
281	-61569	1454	60115	0
282	-61188	-24662	85850	0
283	-61188	28501	32687	0
284	-61188	19700	41488	0
285	-61188	-19357	80545	0
286	-60489	21874	38615	0
287	-60489	13033	47456	0
288	-60228	-18211	78439	0
289	-60228	-18547	78775	0
290	-60228	-38677	98905	0
291	-60202	25874	34328	0
292	-60202	14333	45869	0
293	-60202	-9310	69512	0
294	-60202	-16511	76713	0
295	-60043	-7341	67384	0
296	-60042	25131	34911	0
297	-60042	24514	35528	0
298	-60042	20937	39105	0
299	-60042	19491	40551	0
300	-60042	-21545	81587	0
301	-60042	-23394	83436	0
302	-59758	17921	41837	0
303	-59758	-27101	86859	0
304	-59758	-31757	91515	0
305	-59174	13033	46141	0
306	-59174	324	58850	0
307	-59130	28971	30159	0
308	-59130	20515	38615	0
309	-59130	17718	41412	0
310	-59130	17642	41488	0
311	-58870	-9461	68331	0
312	-58870	-23385	82255	0
313	-58602	23670	34932	0
314	-58602	12333	46269	0
315	-58602	-15086	73688	0
316	-58425	14861	43564	0
317	-58425	9337	49088	0
318	-58305	17994	40311	0
319	-58305	-29033	87338	0
320	-58272	-19644	77916	0
321	-58272	21874	36398	0
322	-58272	9174	49098	0
323	-58272	-9022	67294	0
324	-58272	-10238	68510	0
325	-57658	23330	34328	0
326	-57658	-31992	89650	0
327	-57347	19672	37675	0
328	-57347	9337	48010	0
329	-57347	-11270	68617	0
330	-56679	15473	41206	0
331	-56679	-34686	91365	0
332	-56678	-41962	98640	0
333	-56061	14333	41728	0
334	-56061	-42960	99021	0
335	-56022	21111	34911	0
336	-56022	10153	45869	0
337	-55692	19664	36028	0
338	-55543	-19370	74913	0
339	-55543	-24459	80002	0
340	-55428	13700	41728	0
341	-55428	9337	46091	0
342	-55428	3340	52088	0
343	-54452	-5431	59883	0
344	-54452	-34333	88785	0
345	-54452	-38077	92529	0
346	-54126	-2919	57045	0
347	-53678	19355	34323	0
348	-53678	-18422	72100	0
349	-53678	-34855	88533	0
350	-53580	-8824	62404	0
351	-53580	-24459	78039	0
352	-53580	-26965	80545	0
353	-53238	12687	40551	0
354	-53238	-9243	62481	0
355	-53238	-24662	77900	0
356	-52764	-7642	60406	0
357	-52764	-15016	67780	0
358	-52565	1897	50668	0
359	-52565	-15016	67581	0
360	-52407	20868	31539	0
361	-52263	25209	27054	0
362	-52263	24514	27749	0
363	-52263	12687	39576	0
364	-52263	-10218	62481	0
365	-52263	-13840	66103	0
366	-52263	-21612	73875	0
367	-52250	-24919	77169	0
368	-52250	-37656	89906	0
369	-52197	10709	41488	0
370	-52197	-36455	88652	0
371	-52056	19369	32687	0
372	-52056	-13782	65838	0
373	-52056	-29255	81311	0
374	-51965	25009	26956	0
375	-51965	17642	34323	0
376	-51965	-13897	65862	0
377	-51721	-16511	68232	0
378	-51721	-28299	80020	0
379	-51280	-35464	86744	0
380	-49712	19553	30159	0
381	-49712	14184	35528	0
382	-49712	-8966	58678	0
383	-49712	-24978	74690	0
384	-49656	-9022	58678	0
385	-49656	-23844	73500	0
386	-49656	-32884	82540	0
387	-49344	23470	25874	0
388	-49344	21566	27778	0
389	-49344	15016	34328	0
390	-48745	-8966	57711	0
391	-48745	-45504	94249	0
392	-48676	-15016	63692	0
393	-48444	-21156	69600	0
394	-48333	-17365	65698	0
395	-48333	-39902	88235	0
396	-48333	-14866	63199	0
397	-48333	-16151	64484	0
398	-47605	9948	37657	0
399	-47605	-43428	91033	0
400	-47060	-13782	60842	0
401	-47060	-19391	66451	0
402	-47060	-40278	87338	0
403	-47009	19491	27518	0
404	-47009	2890	44119	0
405	-47009	-447	47456	0
406	-47009	-17008	64017	0
407	-47009	-30027	77036	0
408	-47009	-38057	85066	0
409	-46809	-22073	68882	0
410	-46131	19546	26585	0
411	-46131	-8824	54955	0
412	-45943	19546	26397	0
413	-45943	6421	39522	0
414	-45504	-22556	68060	0
415	-45504	11839	33665	0
416	-45416	11422	33994	0
417	-45416	-31620	77036	0
418	-45341	-394	45735	0
419	-45030	18749	26281	0
420	-45030	-33009	78039	0
