24
421	-44888	-43428	88316	0
422	-44878	-20289	65167	0
423	-44099	-29073	73172	0
424	-44011	-21156	65167	0
425	-43776	19664	24112	0
426	-43776	-41578	85354	0
427	-43485	21034	22451	0
428	-43485	-2707	46192	0
429	-43485	-25033	68518	0
430	-43302	-23992	67294	0
431	-42960	19546	23414	0
432	-42946	-35093	78039	0
433	-42889	-42536	85425	0
434	-42889	15686	27203	0
435	-42889	-24692	67581	0
436	-42889	-37656	80545	0
437	-42536	20757	21779	0
438	-42536	-3555	46091	0
439	-42536	-21156	63692	0
440	-42426	3340	39086	0
441	-41962	14184	27778	0
442	-41677	12642	29035	0
443	-41677	-19370	61047	0
444	-41677	-21612	63289	0
445	-41668	18913	22755	0
446	-41668	16659	25009	0
447	-41578	-8966	50544	0
448	-41525	19746	21779	0
449	-41233	-28279	69512	0
450	-40785	-25779	66564	0
451	-40573	-5475	46048	0
452	-40524	1909	38615	0
453	-40524	-28719	69243	0
454	-40278	-26173	66451	0
455	-40127	-25571	65698	0
456	-39968	-27763	67731	0
457	-39902	-18547	58449	0
458	-39585	15473	24112	0
459	-39585	5262	34323	0
460	-39050	14333	24717	0
461	-39050	3939	35111	0
462	-39050	1202	37848	0
463	-39050	-15239	54289	0
464	-38987	6912	32075	0
465	-38987	-29073	68060	0
466	-38677	15922	22755	0
467	-38077	-24404	62481	0
468	-38057	-15016	53073	0
469	-38057	-25779	63836	0
470	-37731	-32727	70458	0
471	-37656	12783	24873	0
472	-37656	12642	25014	0
473	-37656	3325	34331	0
474	-37375	-15086	52461	0
475	-37375	-18461	55836	0
476	-36821	3325	33496	0
477	-36455	13700	22755	0
478	-36455	-11555	48010	0
479	-35464	-18547	54011	0
480	-35391	-2951	38342	0
481	-35391	-4185	39576	0
482	-35391	-8849	44240	0
483	-35093	12642	22451	0
484	-34855	-13155	48010	0
485	-34855	-34333	69188	0
486	-34686	-2989	37675	0
487	-34686	-7642	42328	0
488	-34686	-23992	58678	0
489	-34162	-30093	64255	0
490	-34162	-3046	37208	0
491	-33612	15970	17642	0
492	-33612	10142	23470	0
493	-33612	-20289	53901	0
494	-33612	-26503	60115	0
495	-33009	4508	28501	0
496	-33009	-29033	62042	0
497	-33009	-29073	62082	0
498	-32884	-26521	59405	0
499	-32754	-562	33316	0
500	-32727	-31757	64484	0
501	-32518	-2707	35225	0
502	-32245	-9243	41488	0
503	-32245	-13840	46085	0
504	-32245	-20216	52461	0
505	-32197	-1119	33316	0
506	-32197	-3046	35243	0
507	-32119	-19357	51476	0
508	-31992	-23844	55836	0
509	-31992	-1415	33407	0
510	-31992	-2919	34911	0
511	-31992	-20216	52208	0
512	-31918	-31422	63340	0
513	-31620	-10400	42020	0
514	-31620	-16832	48452	0
515	-31620	-23708	55328	0
516	-31423	14367	17056	0
517	-30883	11219	19664	0
518	-30883	-25069	55952	0
519	-30669	-8853	39522	0
520	-30669	-10218	40887	0
521	-30669	-25277	55946	0
522	-30093	2890	27203	0
523	-30093	-10218	40311	0
524	-30093	-12235	42328	0
525	-30093	-22016	52109	0
526	-30027	-5475	35502	0
527	-30027	10481	19546	0
528	-29370	-15114	44484	0
529	-29370	-22073	51443	0
530	-29370	-24919	54289	0
531	-29255	-8420	37675	0
532	-29033	-14531	43564	0
533	-29033	-15086	44119	0
534	-29033	-22684	51717	0
535	-29033	-24978	54011	0
536	-28976	-8838	37814	0
537	-28937	11219	17718	0
538	-28801	10052	18749	0
539	-28719	13033	15686	0
540	-28719	-7679	36398	0
541	-27763	2890	24873	0
542	-27101	9337	17764	0
543	-27101	-8838	35939	0
544	-27101	-23394	50495	0
545	-27028	-23904	50932	0
546	-27028	1897	25131	0
547	-26930	9623	17307	0
548	-26930	-24978	51908	0
549	-26503	-23992	50495	0
550	-26173	4394	21779	0
551	-26173	-6954	33127	0
552	-26173	-13155	39328	0
553	-26173	-15239	41412	0
554	-25779	-13505	39284	0
555	-25779	-18461	44240	0
556	-25571	10710	14861	0
557	-25033	3638	21395	0
558	-24970	-14606	39576	0
559	-24919	11219	13700	0
560	-24568	-10960	35528	0
561	-24459	-1415	25874	0
562	-24404	-17008	41412	0
563	-23992	4320	19672	0
564	-23844	-2437	26281	0
565	-23844	-562	24406	0
566	-22684	-19644	42328	0
567	-22556	5897	16659	0
568	-22073	1558	20515	0
569	-22016	-12235	34251	0
570	-22016	-15659	37675	0
571	-21612	-13631	35243	0
572	-21545	-5589	27134	0
573	-21156	-15016	36172	0
574	-20289	-15239	35528	0
575	-20267	-18838	39105	0
576	-20216	5355	14861	0
577	-19644	-4026	23670	0
578	-19607	-14866	34473	0
579	-19410	4394	15016	0
580	-19370	-1741	21111	0
581	-19370	-15016	34386	0
582	-18547	-9274	27821	0
583	-18461	-10238	28699	0
584	-17008	-1741	18749	0
585	-17008	-4026	21034	0
586	-17008	-14531	31539	0
587	-16922	-12113	29035	0
588	-16464	-12235	28699	0
589	-16151	-3218	19369	0
590	-16151	-10130	26281	0
591	-15462	-5475	20937	0
592	-15239	-447	15686	0
593	-14606	5262	9344	0
594	-14606	-7845	22451	0
595	-13897	-1119	15016	0
596	-13897	-5589	19486	0
597	-12113	-8824	20937	0
